,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes,Capacity
238,"Mon, Nov 19, 2018",7:00p,Boston Celtics,112,Charlotte Hornets,117,Box Score,,18040,,19077
239,"Mon, Nov 19, 2018",7:00p,Cleveland Cavaliers,102,Detroit Pistons,113,Box Score,,15769,,20332
240,"Mon, Nov 19, 2018",7:00p,Utah Jazz,94,Indiana Pacers,121,Box Score,,17000,,17923
241,"Mon, Nov 19, 2018",7:00p,Phoenix Suns,114,Philadelphia 76ers,119,Box Score,,20459,,20478
242,"Mon, Nov 19, 2018",7:30p,Los Angeles Clippers,127,Atlanta Hawks,119,Box Score,,14323,,18118
243,"Mon, Nov 19, 2018",8:00p,Dallas Mavericks,88,Memphis Grizzlies,98,Box Score,,15997,,17794
244,"Mon, Nov 19, 2018",8:00p,Denver Nuggets,98,Milwaukee Bucks,104,Box Score,,17341,,17500
245,"Mon, Nov 19, 2018",8:00p,San Antonio Spurs,126,New Orleans Pelicans,140,Box Score,,14675,,16867
246,"Mon, Nov 19, 2018",10:00p,Oklahoma City Thunder,113,Sacramento Kings,117,Box Score,,16250,,17583
247,"Tue, Nov 20, 2018",7:00p,Toronto Raptors,93,Orlando Magic,91,Box Score,,16016,,18846
248,"Tue, Nov 20, 2018",7:00p,Los Angeles Clippers,118,Washington Wizards,125,Box Score,,14499,,20356
249,"Tue, Nov 20, 2018",7:30p,Brooklyn Nets,104,Miami Heat,92,Box Score,,19600,,19600
250,"Tue, Nov 20, 2018",7:30p,Portland Trail Blazers,118,New York Knicks,114,Box Score,,19812,,19812
251,"Wed, Nov 21, 2018",7:00p,Indiana Pacers,109,Charlotte Hornets,127,Box Score,,15913,,19077
252,"Wed, Nov 21, 2018",7:00p,New Orleans Pelicans,120,Philadelphia 76ers,121,Box Score,,20352,,20478
253,"Wed, Nov 21, 2018",7:30p,Toronto Raptors,124,Atlanta Hawks,108,Box Score,,15058,,18118
254,"Wed, Nov 21, 2018",7:30p,New York Knicks,117,Boston Celtics,109,Box Score,,18624,,18624
255,"Wed, Nov 21, 2018",8:00p,Phoenix Suns,116,Chicago Bulls,124,Box Score,,19014,,20917
256,"Wed, Nov 21, 2018",8:00p,Los Angeles Lakers,109,Cleveland Cavaliers,105,Box Score,,19432,,19432
257,"Wed, Nov 21, 2018",8:00p,Detroit Pistons,124,Houston Rockets,126,Box Score,,18055,,18055
258,"Wed, Nov 21, 2018",8:00p,Portland Trail Blazers,100,Milwaukee Bucks,143,Box Score,,17591,,17500
259,"Wed, Nov 21, 2018",8:00p,Denver Nuggets,103,Minnesota Timberwolves,101,Box Score,,15086,,18978
260,"Wed, Nov 21, 2018",8:30p,Brooklyn Nets,113,Dallas Mavericks,119,Box Score,,19926,,19200
261,"Wed, Nov 21, 2018",8:30p,Memphis Grizzlies,104,San Antonio Spurs,103,Box Score,,18354,,18418
262,"Wed, Nov 21, 2018",9:00p,Sacramento Kings,119,Utah Jazz,110,Box Score,,18306,,18306
263,"Wed, Nov 21, 2018",10:30p,Oklahoma City Thunder,123,Golden State Warriors,95,Box Score,,19596,,18064
264,"Fri, Nov 23, 2018",12:00p,Minnesota Timberwolves,112,Brooklyn Nets,102,Box Score,,12814,,17732
265,"Fri, Nov 23, 2018",3:30p,Memphis Grizzlies,107,Los Angeles Clippers,112,Box Score,OT,15418,,19068
266,"Fri, Nov 23, 2018",7:00p,Houston Rockets,111,Detroit Pistons,116,Box Score,OT,17268,,20332
267,"Fri, Nov 23, 2018",7:30p,Boston Celtics,114,Atlanta Hawks,96,Box Score,,15017,,18118
268,"Fri, Nov 23, 2018",7:30p,New Orleans Pelicans,109,New York Knicks,114,Box Score,,18948,,19812
269,"Fri, Nov 23, 2018",7:30p,Cleveland Cavaliers,121,Philadelphia 76ers,112,Box Score,,20524,,20478
270,"Fri, Nov 23, 2018",7:30p,Washington Wizards,107,Toronto Raptors,125,Box Score,,19800,,19800
271,"Fri, Nov 23, 2018",8:00p,Miami Heat,103,Chicago Bulls,96,Box Score,,20935,,20917
272,"Fri, Nov 23, 2018",8:00p,San Antonio Spurs,111,Indiana Pacers,100,Box Score,,17262,,17923
273,"Fri, Nov 23, 2018",8:00p,Charlotte Hornets,104,Oklahoma City Thunder,109,Box Score,,18203,,18203
274,"Fri, Nov 23, 2018",8:30p,Phoenix Suns,116,Milwaukee Bucks,114,Box Score,,17852,,17500
275,"Fri, Nov 23, 2018",9:00p,Orlando Magic,87,Denver Nuggets,112,Box Score,,19520,,19520
276,"Fri, Nov 23, 2018",10:30p,Portland Trail Blazers,97,Golden State Warriors,125,Box Score,,19596,,18064
277,"Fri, Nov 23, 2018",10:30p,Utah Jazz,83,Los Angeles Lakers,90,Box Score,,18997,,18997
278,"Sat, Nov 24, 2018",7:30p,Houston Rockets,108,Cleveland Cavaliers,117,Box Score,,19432,,19432
279,"Sat, Nov 24, 2018",8:00p,Chicago Bulls,96,Minnesota Timberwolves,111,Box Score,,17119,,18978
280,"Sat, Nov 24, 2018",8:00p,Denver Nuggets,105,Oklahoma City Thunder,98,Box Score,,18203,,18203
281,"Sat, Nov 24, 2018",8:00p,New Orleans Pelicans,114,Washington Wizards,124,Box Score,,15165,,20356
282,"Sat, Nov 24, 2018",8:30p,Boston Celtics,104,Dallas Mavericks,113,Box Score,,20226,,19200
283,"Sat, Nov 24, 2018",8:30p,Sacramento Kings,116,Golden State Warriors,117,Box Score,,19596,,18064
284,"Sat, Nov 24, 2018",8:30p,San Antonio Spurs,129,Milwaukee Bucks,135,Box Score,,17559,,17500
285,"Sun, Nov 25, 2018",3:30p,Orlando Magic,108,Los Angeles Lakers,104,Box Score,,18997,,18997
286,"Sun, Nov 25, 2018",4:00p,Phoenix Suns,107,Detroit Pistons,118,Box Score,,14413,,20332
287,"Sun, Nov 25, 2018",6:00p,Charlotte Hornets,123,Atlanta Hawks,124,Box Score,,12977,,18118
288,"Sun, Nov 25, 2018",6:00p,Philadelphia 76ers,127,Brooklyn Nets,125,Box Score,,15217,,17732
289,"Sun, Nov 25, 2018",6:00p,New York Knicks,103,Memphis Grizzlies,98,Box Score,,14331,,17794
290,"Sun, Nov 25, 2018",6:00p,Miami Heat,115,Toronto Raptors,125,Box Score,,19800,,19800
291,"Sun, Nov 25, 2018",8:00p,Utah Jazz,133,Sacramento Kings,112,Box Score,,16048,,17583
292,"Sun, Nov 25, 2018",9:00p,Los Angeles Clippers,104,Portland Trail Blazers,100,Box Score,,19138,,19441
293,"Mon, Nov 26, 2018",7:00p,Milwaukee Bucks,107,Charlotte Hornets,110,Box Score,,13805,,19077
294,"Mon, Nov 26, 2018",7:00p,Minnesota Timberwolves,102,Cleveland Cavaliers,95,Box Score,,19432,,19432
295,"Mon, Nov 26, 2018",7:00p,Houston Rockets,131,Washington Wizards,135,Box Score,OT,16872,,20356
296,"Mon, Nov 26, 2018",8:00p,San Antonio Spurs,108,Chicago Bulls,107,Box Score,,19006,,20917
297,"Mon, Nov 26, 2018",8:00p,Boston Celtics,124,New Orleans Pelicans,107,Box Score,,15189,,16867
298,"Mon, Nov 26, 2018",9:00p,Indiana Pacers,121,Utah Jazz,88,Box Score,,18306,,18306
299,"Mon, Nov 26, 2018",10:30p,Orlando Magic,110,Golden State Warriors,116,Box Score,,19596,,18064
300,"Tue, Nov 27, 2018",7:00p,New York Knicks,108,Detroit Pistons,115,Box Score,,13935,,20332
301,"Tue, Nov 27, 2018",7:30p,Atlanta Hawks,115,Miami Heat,113,Box Score,,19600,,19600
302,"Tue, Nov 27, 2018",8:00p,Toronto Raptors,122,Memphis Grizzlies,114,Box Score,,14187,,17794
303,"Tue, Nov 27, 2018",9:00p,Los Angeles Lakers,85,Denver Nuggets,117,Box Score,,19583,,19520
304,"Tue, Nov 27, 2018",9:00p,Indiana Pacers,109,Phoenix Suns,104,Box Score,,13038,,18055
305,"Wed, Nov 28, 2018",7:00p,Atlanta Hawks,94,Charlotte Hornets,108,Box Score,,12971,,19077
306,"Wed, Nov 28, 2018",7:00p,New York Knicks,91,Philadelphia 76ers,117,Box Score,,20274,,20478
307,"Wed, Nov 28, 2018",7:30p,Utah Jazz,101,Brooklyn Nets,91,Box Score,,12928,,17732
308,"Wed, Nov 28, 2018",8:00p,Dallas Mavericks,128,Houston Rockets,108,Box Score,,18055,,18055
309,"Wed, Nov 28, 2018",8:00p,Chicago Bulls,113,Milwaukee Bucks,116,Box Score,,16660,,17500
310,"Wed, Nov 28, 2018",8:00p,San Antonio Spurs,89,Minnesota Timberwolves,128,Box Score,,11023,,18978
311,"Wed, Nov 28, 2018",8:00p,Washington Wizards,104,New Orleans Pelicans,125,Box Score,,13570,,16867
312,"Wed, Nov 28, 2018",8:00p,Cleveland Cavaliers,83,Oklahoma City Thunder,100,Box Score,,18203,,18203
313,"Wed, Nov 28, 2018",10:00p,Orlando Magic,112,Portland Trail Blazers,115,Box Score,,18865,,19441
314,"Wed, Nov 28, 2018",10:30p,Phoenix Suns,99,Los Angeles Clippers,115,Box Score,,16372,,19068
315,"Thu, Nov 29, 2018",8:00p,Golden State Warriors,128,Toronto Raptors,131,Box Score,OT,20073,,19800
316,"Thu, Nov 29, 2018",10:30p,Indiana Pacers,96,Los Angeles Lakers,104,Box Score,,18997,,18997
317,"Thu, Nov 29, 2018",10:30p,Los Angeles Clippers,133,Sacramento Kings,121,Box Score,,17583,,17583
318,"Fri, Nov 30, 2018",7:00p,Cleveland Cavaliers,95,Boston Celtics,128,Box Score,,18624,,18624
319,"Fri, Nov 30, 2018",7:00p,Utah Jazz,119,Charlotte Hornets,111,Box Score,,15812,,19077
320,"Fri, Nov 30, 2018",7:00p,Chicago Bulls,88,Detroit Pistons,107,Box Score,,15372,,20332
321,"Fri, Nov 30, 2018",7:00p,Washington Wizards,98,Philadelphia 76ers,123,Box Score,,20400,,20478
322,"Fri, Nov 30, 2018",7:30p,Memphis Grizzlies,131,Brooklyn Nets,125,Box Score,2OT,12983,,17732
323,"Fri, Nov 30, 2018",8:00p,New Orleans Pelicans,101,Miami Heat,106,Box Score,,19600,,19600
324,"Fri, Nov 30, 2018",8:00p,Atlanta Hawks,109,Oklahoma City Thunder,124,Box Score,,18203,,18203
325,"Fri, Nov 30, 2018",8:00p,Houston Rockets,136,San Antonio Spurs,105,Box Score,,18354,,18418
326,"Fri, Nov 30, 2018",9:00p,Orlando Magic,99,Phoenix Suns,85,Box Score,,13228,,18055
327,"Fri, Nov 30, 2018",10:30p,Dallas Mavericks,103,Los Angeles Lakers,114,Box Score,,18997,,18997
328,"Fri, Nov 30, 2018",10:30p,Denver Nuggets,113,Portland Trail Blazers,112,Box Score,,19459,,19441
329,"Sat, Dec 1, 2018",5:00p,Milwaukee Bucks,134,New York Knicks,136,Box Score,OT,19812,,19812
330,"Sat, Dec 1, 2018",7:00p,Golden State Warriors,102,Detroit Pistons,111,Box Score,,20332,,20332
331,"Sat, Dec 1, 2018",7:00p,Brooklyn Nets,88,Washington Wizards,102,Box Score,,15448,,20356
332,"Sat, Dec 1, 2018",8:00p,Toronto Raptors,106,Cleveland Cavaliers,95,Box Score,,19432,,19432
333,"Sat, Dec 1, 2018",8:00p,Chicago Bulls,105,Houston Rockets,121,Box Score,,18055,,18055
334,"Sat, Dec 1, 2018",8:00p,Boston Celtics,118,Minnesota Timberwolves,109,Box Score,,17663,,18978
335,"Sat, Dec 1, 2018",10:00p,Indiana Pacers,110,Sacramento Kings,111,Box Score,,17583,,17583
336,"Sun, Dec 2, 2018",3:30p,Phoenix Suns,96,Los Angeles Lakers,120,Box Score,,18997,,18997
337,"Sun, Dec 2, 2018",5:00p,New Orleans Pelicans,119,Charlotte Hornets,109,Box Score,,15336,,19077
338,"Sun, Dec 2, 2018",6:00p,Utah Jazz,100,Miami Heat,102,Box Score,,19600,,19600
339,"Sun, Dec 2, 2018",6:00p,Memphis Grizzlies,95,Philadelphia 76ers,103,Box Score,,20334,,20478
340,"Sun, Dec 2, 2018",7:00p,Los Angeles Clippers,110,Dallas Mavericks,114,Box Score,,19551,,19200
341,"Sun, Dec 2, 2018",7:00p,Portland Trail Blazers,118,San Antonio Spurs,131,Box Score,,18354,,18418
342,"Mon, Dec 3, 2018",7:00p,Oklahoma City Thunder,110,Detroit Pistons,83,Box Score,,14372,,20332
343,"Mon, Dec 3, 2018",7:30p,Golden State Warriors,128,Atlanta Hawks,111,Box Score,,16631,,18118
344,"Mon, Dec 3, 2018",7:30p,Cleveland Cavaliers,99,Brooklyn Nets,97,Box Score,,10983,,17732
345,"Mon, Dec 3, 2018",7:30p,Washington Wizards,110,New York Knicks,107,Box Score,,19440,,19812
346,"Mon, Dec 3, 2018",7:30p,Denver Nuggets,106,Toronto Raptors,103,Box Score,,19800,,19800
347,"Mon, Dec 3, 2018",8:00p,Houston Rockets,91,Minnesota Timberwolves,103,Box Score,,13834,,18978
348,"Mon, Dec 3, 2018",8:00p,Los Angeles Clippers,129,New Orleans Pelicans,126,Box Score,,13822,,16867
349,"Tue, Dec 4, 2018",7:00p,Chicago Bulls,90,Indiana Pacers,96,Box Score,,16446,,17923
350,"Tue, Dec 4, 2018",7:30p,Orlando Magic,105,Miami Heat,90,Box Score,,19600,,19600
351,"Tue, Dec 4, 2018",8:30p,Portland Trail Blazers,102,Dallas Mavericks,111,Box Score,,19341,,19200
352,"Tue, Dec 4, 2018",9:00p,Sacramento Kings,122,Phoenix Suns,105,Box Score,,12977,,18055
353,"Tue, Dec 4, 2018",9:00p,San Antonio Spurs,105,Utah Jazz,139,Box Score,,18306,,18306
354,"Wed, Dec 5, 2018",7:00p,Golden State Warriors,129,Cleveland Cavaliers,105,Box Score,,19432,,19432
355,"Wed, Dec 5, 2018",7:00p,Denver Nuggets,124,Orlando Magic,118,Box Score,OT,16636,,18846
356,"Wed, Dec 5, 2018",7:30p,Washington Wizards,131,Atlanta Hawks,117,Box Score,,12551,,18118
357,"Wed, Dec 5, 2018",7:30p,Oklahoma City Thunder,114,Brooklyn Nets,112,Box Score,,13161,,17732
358,"Wed, Dec 5, 2018",8:00p,Los Angeles Clippers,86,Memphis Grizzlies,96,Box Score,,14144,,17794
359,"Wed, Dec 5, 2018",8:00p,Detroit Pistons,92,Milwaukee Bucks,115,Box Score,,16541,,17500
360,"Wed, Dec 5, 2018",8:00p,Charlotte Hornets,104,Minnesota Timberwolves,121,Box Score,,11248,,18978
361,"Wed, Dec 5, 2018",8:00p,Dallas Mavericks,106,New Orleans Pelicans,132,Box Score,,14810,,16867
362,"Wed, Dec 5, 2018",8:00p,Philadelphia 76ers,102,Toronto Raptors,113,Box Score,,19800,,19800
363,"Wed, Dec 5, 2018",10:30p,San Antonio Spurs,113,Los Angeles Lakers,121,Box Score,,18997,,18997
364,"Thu, Dec 6, 2018",8:00p,New York Knicks,100,Boston Celtics,128,Box Score,,18624,,18624
365,"Thu, Dec 6, 2018",10:00p,Phoenix Suns,86,Portland Trail Blazers,108,Box Score,,19001,,19441
366,"Thu, Dec 6, 2018",10:30p,Houston Rockets,91,Utah Jazz,118,Box Score,,18306,,18306
367,"Fri, Dec 7, 2018",7:00p,Denver Nuggets,107,Charlotte Hornets,113,Box Score,,13755,,19077
368,"Fri, Dec 7, 2018",7:00p,Philadelphia 76ers,117,Detroit Pistons,111,Box Score,,15680,,20332
369,"Fri, Dec 7, 2018",7:00p,Indiana Pacers,112,Orlando Magic,90,Box Score,,17214,,18846
370,"Fri, Dec 7, 2018",7:30p,Toronto Raptors,105,Brooklyn Nets,106,Box Score,OT,14035,,17732
371,"Fri, Dec 7, 2018",7:30p,Sacramento Kings,129,Cleveland Cavaliers,110,Box Score,,19432,,19432
372,"Fri, Dec 7, 2018",8:00p,Oklahoma City Thunder,112,Chicago Bulls,114,Box Score,,19842,,20917
373,"Fri, Dec 7, 2018",8:00p,Memphis Grizzlies,107,New Orleans Pelicans,103,Box Score,,18447,,16867
374,"Fri, Dec 7, 2018",8:30p,Los Angeles Lakers,120,San Antonio Spurs,133,Box Score,,18354,,18418
375,"Fri, Dec 7, 2018",9:00p,Miami Heat,115,Phoenix Suns,98,Box Score,,14273,,18055
376,"Fri, Dec 7, 2018",9:30p,Golden State Warriors,105,Milwaukee Bucks,95,Box Score,,17852,,17500
377,"Sat, Dec 8, 2018",6:00p,Houston Rockets,104,Dallas Mavericks,107,Box Score,,20254,,19200
378,"Sat, Dec 8, 2018",7:00p,Sacramento Kings,97,Indiana Pacers,107,Box Score,,16867,,17923
379,"Sat, Dec 8, 2018",7:30p,Denver Nuggets,98,Atlanta Hawks,106,Box Score,,14409,,18118
380,"Sat, Dec 8, 2018",7:30p,Washington Wizards,101,Cleveland Cavaliers,116,Box Score,,19432,,19432
381,"Sat, Dec 8, 2018",7:30p,Brooklyn Nets,112,New York Knicks,104,Box Score,,18662,,19812
382,"Sat, Dec 8, 2018",8:00p,Boston Celtics,133,Chicago Bulls,77,Box Score,,20923,,20917
383,"Sat, Dec 8, 2018",8:00p,Los Angeles Lakers,111,Memphis Grizzlies,88,Box Score,,17794,,17794
384,"Sat, Dec 8, 2018",10:00p,Minnesota Timberwolves,105,Portland Trail Blazers,113,Box Score,,19359,,19441
385,"Sat, Dec 8, 2018",10:30p,Miami Heat,121,Los Angeles Clippers,98,Box Score,,17113,,19068
386,"Sun, Dec 9, 2018",3:30p,New Orleans Pelicans,116,Detroit Pistons,108,Box Score,,14705,,20332
387,"Sun, Dec 9, 2018",6:00p,Milwaukee Bucks,104,Toronto Raptors,99,Box Score,,19800,,19800
388,"Sun, Dec 9, 2018",7:00p,Utah Jazz,97,San Antonio Spurs,110,Box Score,,17834,,18418
389,"Sun, Dec 9, 2018",7:30p,Charlotte Hornets,119,New York Knicks,107,Box Score,,18602,,19812
390,"Mon, Dec 10, 2018",7:00p,Washington Wizards,101,Indiana Pacers,109,Box Score,,14645,,17923
391,"Mon, Dec 10, 2018",7:00p,Detroit Pistons,102,Philadelphia 76ers,116,Box Score,,20199,,20478
392,"Mon, Dec 10, 2018",7:30p,New Orleans Pelicans,100,Boston Celtics,113,Box Score,,18624,,18624
393,"Mon, Dec 10, 2018",8:00p,Sacramento Kings,108,Chicago Bulls,89,Box Score,,18164,,20917
394,"Mon, Dec 10, 2018",8:00p,Cleveland Cavaliers,92,Milwaukee Bucks,108,Box Score,,17155,,17500
395,"Mon, Dec 10, 2018",8:00p,Utah Jazz,113,Oklahoma City Thunder,122,Box Score,,18203,,18203
396,"Mon, Dec 10, 2018",8:30p,Orlando Magic,76,Dallas Mavericks,101,Box Score,,19334,,19200
397,"Mon, Dec 10, 2018",9:00p,Memphis Grizzlies,99,Denver Nuggets,105,Box Score,,15278,,19520
398,"Mon, Dec 10, 2018",9:00p,Los Angeles Clippers,123,Phoenix Suns,119,Box Score,OT,12088,,18055
399,"Mon, Dec 10, 2018",10:30p,Minnesota Timberwolves,108,Golden State Warriors,116,Box Score,,19596,,18064
400,"Mon, Dec 10, 2018",10:30p,Miami Heat,105,Los Angeles Lakers,108,Box Score,,18997,,18997
401,"Tue, Dec 11, 2018",8:00p,Portland Trail Blazers,104,Houston Rockets,111,Box Score,,18055,,18055
402,"Tue, Dec 11, 2018",8:30p,Phoenix Suns,86,San Antonio Spurs,111,Box Score,,17676,,18418
403,"Tue, Dec 11, 2018",10:30p,Toronto Raptors,123,Los Angeles Clippers,99,Box Score,,17812,,19068
404,"Wed, Dec 12, 2018",7:00p,Detroit Pistons,107,Charlotte Hornets,108,Box Score,,13997,,19077
405,"Wed, Dec 12, 2018",7:00p,New York Knicks,106,Cleveland Cavaliers,113,Box Score,,19432,,19432
406,"Wed, Dec 12, 2018",7:00p,Milwaukee Bucks,97,Indiana Pacers,113,Box Score,,17070,,17923
407,"Wed, Dec 12, 2018",7:00p,Brooklyn Nets,127,Philadelphia 76ers,124,Box Score,,20376,,20478
408,"Wed, Dec 12, 2018",7:00p,Boston Celtics,130,Washington Wizards,125,Box Score,OT,20409,,20356
409,"Wed, Dec 12, 2018",8:00p,Portland Trail Blazers,83,Memphis Grizzlies,92,Box Score,,16282,,17794
410,"Wed, Dec 12, 2018",8:00p,Oklahoma City Thunder,114,New Orleans Pelicans,118,Box Score,,14450,,16867
411,"Wed, Dec 12, 2018",8:30p,Atlanta Hawks,107,Dallas Mavericks,114,Box Score,,19643,,19200
412,"Wed, Dec 12, 2018",9:00p,Miami Heat,84,Utah Jazz,111,Box Score,,18306,,18306
413,"Wed, Dec 12, 2018",10:00p,Minnesota Timberwolves,130,Sacramento Kings,141,Box Score,,15770,,17583
414,"Wed, Dec 12, 2018",10:30p,Toronto Raptors,113,Golden State Warriors,93,Box Score,,19596,,18064
415,"Thu, Dec 13, 2018",8:00p,Los Angeles Lakers,111,Houston Rockets,126,Box Score,,18055,,18055
416,"Thu, Dec 13, 2018",8:30p,Los Angeles Clippers,87,San Antonio Spurs,125,Box Score,,18354,,18418
417,"Thu, Dec 13, 2018",9:30p,Chicago Bulls,91,Orlando Magic,97,Box Score,,20201,"at Mexico City, Mexico",18846
418,"Thu, Dec 13, 2018",10:30p,Dallas Mavericks,89,Phoenix Suns,99,Box Score,,13265,,18055
419,"Fri, Dec 14, 2018",7:00p,Atlanta Hawks,108,Boston Celtics,129,Box Score,,18624,,18624
